id,name,expanded_form,tolkien_entity,match_kind,artifact_type,domain,source_type,source_name,title,authors,year,published_date,updated_date,url,doi,repo,package_name,evidence_snippet,confidence,status,first_seen,last_seen,raw_source_id
3ba42179c766c66206b140a0,BALROG,Benchmarking Agentic LLM and VLM Reasoning On Games,Balrog,full_acronym,benchmark,machine learning / software,paper,arXiv,BALROG: Benchmarking Agentic LLM and VLM Reasoning On Games,"['Davide Paglieri', 'Bartłomiej Cupiał', 'Samuel Coward', 'Ulyana Piterbarg', 'Maciej Wolczyk', 'Akbir Khan', 'Eduardo Pignatelli', 'Łukasz Kuciński', 'Lerrel Pinto', 'Rob Fergus', 'Jakob Nicolaus Foerster', 'Jack Parker-Holder', 'Tim Rocktäschel']",2024,2024-11-20,2025-04-01,http://arxiv.org/abs/2411.13543v2,,,,BALROG: Benchmarking Agentic LLM and VLM Reasoning On Games. Large Language Models (LLMs) and Vision Language Models (VLMs) possess extensive knowledge and exhibit promising reasoning ab,0.9725,auto_accepted,2026-06-17,2026-06-18,arxiv:http://arxiv.org/abs/2411.13543v2
4cfe32ad750a4c1419637b5a,GANDALF,Generative Adversarial Networks with Discriminator-Adaptive Loss Fine-tuning for Alzheimer's Disease Diagnosis from MRI,Gandalf,full_acronym,paper,machine learning / software,paper,arXiv,GANDALF: Generative Adversarial Networks with Discriminator-Adaptive Loss Fine-tuning for Alzheimer's Disease Diagnosis from MRI,"['Hoo-Chang Shin', 'Alvin Ihsani', 'Ziyue Xu', 'Swetha Mandava', 'Sharath Turuvekere Sreenivas', 'Christopher Forster', 'Jiook Cha', ""Alzheimer's Disease Neuroimaging Initiative""]",2020,2020-08-10,2020-08-10,http://arxiv.org/abs/2008.04396v1,,,,GANDALF: Generative Adversarial Networks with Discriminator-Adaptive Loss Fine-tuning for Alzheimer's Disease Diagnosis from MRI. Positron Emission Tomography (PET) is now regarded as the,0.95,auto_accepted,2026-06-17,2026-06-18,arxiv:http://arxiv.org/abs/2008.04396v1
09f16069af0d18c416d2c04d,BILBO,IP-BILBO) structure to improve its test results,Bilbo Baggins,full_acronym,benchmark,machine learning / software,paper,arXiv,BILBO-friendly Hybrid BIST Architecture with Asymmetric Polynomial Reseeding,"['Elaheh Sadredini', 'Mohammadreza Najafi', 'Mahmood Fathy', 'Zaialabedin Navabi']",2017,2017-11-22,2017-11-22,http://arxiv.org/abs/1711.08458v1,,,,"BILBO-friendly Hybrid BIST Architecture with Asymmetric Polynomial Reseeding. By advances in technology, integrated circuits have come to include more functionality and more complexity",0.9375,auto_accepted,2026-06-17,2026-06-18,arxiv:http://arxiv.org/abs/1711.08458v1
4be069620defd609dc3bf059,ELROND,Exploring and decomposing intrinsic capabilities of diffusion models,Elrond,full_acronym,model,machine learning / software,paper,arXiv,ELROND: Exploring and decomposing intrinsic capabilities of diffusion models,"['Paweł Skierś', 'Tomasz Trzciński', 'Kamil Deja']",2026,2026-02-10,2026-02-10,http://arxiv.org/abs/2602.10216v1,,,,ELROND: Exploring and decomposing intrinsic capabilities of diffusion models. A single text prompt passed to a diffusion model often yields a wide range of visual outputs determined sole,0.9375,auto_accepted,2026-06-17,2026-06-18,arxiv:http://arxiv.org/abs/2602.10216v1
221569e8228f08814444102d,ARAGORN,,Aragorn,name_only,paper,machine learning / software,paper,arXiv,Deep Learning for Malicious Flow Detection,"['Yun-Chun Chen', 'Yu-Jhe Li', 'Aragorn Tseng', 'Tsungnan Lin']",2018,2018-02-09,2018-02-09,http://arxiv.org/abs/1802.03358v1,,,,"Deep Learning for Malicious Flow Detection. Cyber security has grown up to be a hot issue in recent years. How to identify potential malware becomes a challenging task. To tackle this challenge, we adopt deep learning approaches and perform flow detection on real data. However, real data often encou",0.9025,auto_accepted,2026-06-17,2026-06-18,arxiv:http://arxiv.org/abs/1802.03358v1
53e72f08798d449484cc7870,FRODO,,Frodo,name_only,model,machine learning / software,paper,arXiv,3D Classification of Paramagnetic Rim Lesions in Multiple Sclerosis via Asymmetric QSM-FLAIR Modeling,"['Veronica Pignedoli', 'Giacomo Boffa', 'Nicoletta Noceti', 'Matilde Inglese', 'Francesca Odone', 'Matteo Moro']",2026,2026-06-15,2026-06-15,http://arxiv.org/abs/2606.16756v1,,,,3D Classification of Paramagnetic Rim Lesions in Multiple Sclerosis via Asymmetric QSM-FLAIR Modeling. Paramagnetic rim lesions (Rim$^+$) identified on susceptibility-sensitive MRI have recently emerged as a specific biomarker of chronic active inflammation in Multiple Sclerosis (MS) and are associa,0.9025,auto_accepted,2026-06-17,2026-06-18,arxiv:http://arxiv.org/abs/2606.16756v1
1d2d3e0c397f5dfd8ddfd5fc,FRODO,,Frodo,name_only,tool,machine learning / software,paper,arXiv,Fractional Order Distributed Optimization,"['Andrei Lixandru', 'Marcel van Gerven', 'Sergio Pequito']",2024,2024-12-03,2024-12-03,http://arxiv.org/abs/2412.02546v1,,,,"ated learning, but existing methods often struggle with ill-conditioned problems and face stability-versus-speed tradeoffs. We introduce fractional order distributed optimization (FrODO); a theoretically-grounded framework that incorporates fractional-order memory terms to enhance convergence properties in challenging optimization landscapes. Our approach achieve",0.9025,auto_accepted,2026-06-17,2026-06-18,arxiv:http://arxiv.org/abs/2412.02546v1
92eb12c7a298cb869d77b9f3,FRODO,,Frodo,name_only,dataset,machine learning / software,paper,arXiv,FroDO: From Detections to 3D Objects,"['Kejie Li', 'Martin Rünz', 'Meng Tang', 'Lingni Ma', 'Chen Kong', 'Tanner Schmidt', 'Ian Reid', 'Lourdes Agapito', 'Julian Straub', 'Steven Lovegrove', 'Richard Newcombe']",2020,2020-05-11,2020-05-11,http://arxiv.org/abs/2005.05125v1,,,,"FroDO: From Detections to 3D Objects. Object-oriented maps are important for scene understanding since they jointly capture geometry and semantics, allow individual instantiation and me",0.9025,auto_accepted,2026-06-17,2026-06-18,arxiv:http://arxiv.org/abs/2005.05125v1
ca629f5ca320bf1a96c1e42f,FRODO,,Frodo,name_only,tool,machine learning / software,paper,arXiv,"Frowning Frodo, Wincing Leia, and a Seriously Great Friendship: Learning to Classify Emotional Relationships of Fictional Characters","['Evgeny Kim', 'Roman Klinger']",2019,2019-03-29,2019-04-01,http://arxiv.org/abs/1903.12453v2,,,,"Frowning Frodo, Wincing Leia, and a Seriously Great Friendship: Learning to Classify Emotional Relationships of Fictional Characters. The development of a fictional plot is centered around chara",0.9025,auto_accepted,2026-06-17,2026-06-18,arxiv:http://arxiv.org/abs/1903.12453v2
6f974cd3b6a578de0325bd0b,FRODO,,Frodo,name_only,dataset,machine learning / software,paper,arXiv,Generating Question-Answer Hierarchies,"['Kalpesh Krishna', 'Mohit Iyyer']",2019,2019-06-06,2019-07-21,http://arxiv.org/abs/1906.02622v2,,,,"s), a novel and challenging text generation task that converts an input document into a hierarchy of question-answer pairs. Users can click on high-level questions (e.g., ""Why did Frodo leave the Fellowship?"") to reveal related but more specific questions (e.g., ""Who did Frodo leave with?""). Using a question taxonomy loosely based on Lehnert (1978), we classify q",0.9025,auto_accepted,2026-06-17,2026-06-18,arxiv:http://arxiv.org/abs/1906.02622v2
d84ba4f4451eacc79b09794b,FRODO,,Frodo,name_only,model,machine learning / software,paper,arXiv,Making Reasoning Matter: Measuring and Improving Faithfulness of Chain-of-Thought Reasoning,"['Debjit Paul', 'Robert West', 'Antoine Bosselut', 'Boi Faltings']",2024,2024-02-21,2024-10-06,http://arxiv.org/abs/2402.13950v4,,,,"ted by the LLM influence the final outcome and find that LLMs do not reliably use their intermediate reasoning steps when generating an answer. To address this issue, we introduce FRODO, a framework to tailor small-sized LMs to generate correct reasoning steps and robustly reason over these steps. FRODO consists of an inference module that learns to generate corr",0.9025,auto_accepted,2026-06-17,2026-06-18,arxiv:http://arxiv.org/abs/2402.13950v4
23d38653fac681a6662f3456,FRODO,,Frodo,name_only,benchmark,machine learning / software,paper,arXiv,Prompt Selection and Augmentation for Few Examples Code Generation in Large Language Model and its Application in Robotics Control,"['On Tai Wu', 'Frodo Kin Sun Chan', 'Zunhao Zhang', 'Yan Nei Law', 'Benny Drescher', 'Edmond Shiao Bun Lai']",2024,2024-03-11,2024-03-11,http://arxiv.org/abs/2403.12999v1,,,,Prompt Selection and Augmentation for Few Examples Code Generation in Large Language Model and its Application in Robotics Control. Few-shot prompting and step-by-step reasoning have enhanced the capabilities of Large Language Models (LLMs) in tackling complex tasks including code generation. In thi,0.9025,auto_accepted,2026-06-17,2026-06-18,arxiv:http://arxiv.org/abs/2403.12999v1
195062c9a4d93cc2e9ef0c9e,FRODO,,Frodo,name_only,dataset,machine learning / software,paper,arXiv,Temporal Matrix Completion with Locally Linear Latent Factors for Medical Applications,"['Frodo Kin Sun Chan', 'Andy J Ma', 'Pong C Yuen', 'Terry Cheuk-Fung Yip', 'Yee-Kit Tse', 'Vincent Wai-Sun Wong', 'Grace Lai-Hung Wong']",2016,2016-10-31,2016-10-31,http://arxiv.org/abs/1611.00800v1,,,,"Temporal Matrix Completion with Locally Linear Latent Factors for Medical Applications. Regular medical records are useful for medical practitioners to analyze and monitor patient health status especially for those with chronic disease, but such records are usually incomplete due to unpunctuality an",0.9025,auto_accepted,2026-06-17,2026-06-18,arxiv:http://arxiv.org/abs/1611.00800v1
3c7a4b9c49030433d3dd7ec4,GANDALF,,Gandalf,name_only,benchmark,machine learning / software,paper,arXiv,A Comparison of BDD-Based Parity Game Solvers,"['Lisette Sanchez', 'Wieger Wesselink', 'Tim A. C. Willemse']",2018,2018-09-10,2018-09-10,http://arxiv.org/abs/1809.03097v1,,,,"A Comparison of BDD-Based Parity Game Solvers. Parity games are two player games with omega-winning conditions, played on finite graphs. Such games play an important role in verification, satisfiability and synthesis. It is therefore important to identify algorithms that can efficiently deal with la",0.9025,auto_accepted,2026-06-17,2026-06-18,arxiv:http://arxiv.org/abs/1809.03097v1
dda8aeb6d8f5a74c2e0aa842,GANDALF,,Gandalf,name_only,tool,machine learning / software,paper,arXiv,A method based on Generative Adversarial Networks for disentangling physical and chemical properties of stars in astronomical spectra,"['Raúl Santoveña', 'Carlos Dafonte', 'Minia Manteiga']",2024,2024-11-08,2024-11-08,http://arxiv.org/abs/2411.05960v1,,,,"ectiveness of the method, synthetic astronomical data are used from the APOGEE and Gaia surveys. In conjunction with the work presented, we also provide a disentangling framework (GANDALF) available to the community, which allows the replication, visualization, and extension of the method to domains of any nature.",0.9025,auto_accepted,2026-06-17,2026-06-18,arxiv:http://arxiv.org/abs/2411.05960v1
45387182333eb6a26b058cd7,GANDALF,,Gandalf,name_only,benchmark,machine learning / software,paper,arXiv,A Parallel Linear Temporal Logic Tableau,"['John C. McCabe-Dansted', 'Mark Reynolds']",2017,2017-09-07,2017-09-07,http://arxiv.org/abs/1709.02101v1,,,,"A Parallel Linear Temporal Logic Tableau. For many applications, we are unable to take full advantage of the potential massive parallelisation  offered by supercomputers or cloud computing because it is too hard to work out how to divide up the computation task between processors in such a way to mi",0.9025,auto_accepted,2026-06-17,2026-06-18,arxiv:http://arxiv.org/abs/1709.02101v1
c38e0d9d806d01186ef00a9f,GANDALF,,Gandalf,name_only,dataset,machine learning / software,paper,arXiv,A Survey on Deep Tabular Learning,"['Shriyank Somvanshi', 'Subasish Das', 'Syed Aaqib Javed', 'Gian Antariksa', 'Ahmed Hossain']",2024,2024-10-15,2024-10-15,http://arxiv.org/abs/2410.12034v1,,,,"a, with FT-Transformer adapting transformers for tabular datasets. Research continues to balance performance and efficiency for large datasets. Graph-based models like GNN4TDL and GANDALF combine neural networks with decision trees or graph structures, enhancing feature representation and mitigating overfitting in small datasets through advanced regularization tech",0.9025,auto_accepted,2026-06-17,2026-06-18,arxiv:http://arxiv.org/abs/2410.12034v1
6f6c40afd44e533191d65174,GANDALF,,Gandalf,name_only,model,machine learning / software,paper,arXiv,A Taxonomy of Stereotype Content in Large Language Models,"['Gandalf Nicolas', 'Aylin Caliskan']",2024,2024-07-31,2024-07-31,http://arxiv.org/abs/2408.00162v1,,,,"A Taxonomy of Stereotype Content in Large Language Models. This study introduces a taxonomy of stereotype content in contemporary large language models (LLMs). We prompt ChatGPT 3.5, Llama 3, and Mixtral 8x7B, three powerful and widely used LLMs, for the characteristics associated with 87 social cat",0.9025,auto_accepted,2026-06-17,2026-06-18,arxiv:http://arxiv.org/abs/2408.00162v1
5c0a7118e3281073dd43bf95,GANDALF,,Gandalf,name_only,benchmark,machine learning / software,paper,arXiv,An Evaluation of Massively Parallel Algorithms for DFA Minimization,"['Jan Martens', 'Anton Wijs']",2024,2024-10-30,2024-10-30,http://arxiv.org/abs/2410.22764v1,,,,"An Evaluation of Massively Parallel Algorithms for DFA Minimization. We study parallel algorithms for the minimization of Deterministic Finite Automata (DFAs). In particular, we implement four different massively parallel algorithms on Graphics Processing Units (GPUs). Our results confirm the expect",0.9025,auto_accepted,2026-06-17,2026-06-18,arxiv:http://arxiv.org/abs/2410.22764v1
064823abdedffbbad235be7e,GANDALF,,Gandalf,name_only,benchmark,machine learning / software,paper,arXiv,Conflict-Aware Active Automata Learning,"['Tiago Ferreira', 'Léo Henry', 'Raquel Fernandes da Silva', 'Alexandra Silva']",2023,2023-10-02,2023-10-02,http://arxiv.org/abs/2310.01003v1,,,,Conflict-Aware Active Automata Learning. Active automata learning algorithms cannot easily handle conflict in the observation data (different outputs observed for the same inputs). This inherent inability to recover after a conflict impairs their effective applicability in scenarios where noise is p,0.9025,auto_accepted,2026-06-17,2026-06-18,arxiv:http://arxiv.org/abs/2310.01003v1
e9c2a1a9f47a0969a07765c8,GANDALF,,Gandalf,name_only,benchmark,machine learning / software,paper,arXiv,Conflict-Aware Active Automata Learning (Extended Version),"['Tiago Ferreira', 'Léo Henry', 'Raquel Fernandes da Silva', 'Alexandra Silva']",2023,2023-08-28,2023-09-06,http://arxiv.org/abs/2308.14781v3,,,,Conflict-Aware Active Automata Learning (Extended Version). Active automata learning algorithms cannot easily handle conflict in the observation data (different outputs observed for the same inputs). This inherent inability to recover after a conflict impairs their effective applicability in scenari,0.9025,auto_accepted,2026-06-17,2026-06-18,arxiv:http://arxiv.org/abs/2308.14781v3
e5b4db403b655ff441d14bb2,GANDALF,,Gandalf,name_only,dataset,machine learning / software,paper,arXiv,Decision Tree Learning with Spatial Modal Logics,"['Giovanni Pagliarini', 'Guido Sciavicco']",2021,2021-09-17,2021-09-17,http://arxiv.org/abs/2109.08325v1,,,,"Decision Tree Learning with Spatial Modal Logics. Symbolic learning represents the most straightforward approach to interpretable modeling, but its applications have been hampered by a single structural design choice: the adoption of propositional logic as the underlying language. Recently, more-tha",0.9025,auto_accepted,2026-06-17,2026-06-18,arxiv:http://arxiv.org/abs/2109.08325v1
6f1a13183649500fbaca9921,GANDALF,,Gandalf,name_only,model,machine learning / software,paper,arXiv,Disentangling stellar atmospheric parameters in astronomical spectra using Generative Adversarial Neural Networks,"['Minia Manteiga', 'Raúl Santoveña', 'Marco A. Álvarez', 'Carlos Dafonte', 'Manuel G. Penedo', 'Silvana Navarro', 'Luis Corral']",2025,2025-01-20,2025-01-20,http://arxiv.org/abs/2501.11762v1,,,,"tworks aimed at transforming the traditional autoencoder training into an adversaria! approach, to disentangle or reinforce the astrophysical parameters from the latent space. The GANDALF tool is described. It was developed to define, train, and test our GAN model with a web framework to show how the disentangling algorithm works visually. It is open to the communi",0.9025,auto_accepted,2026-06-17,2026-06-18,arxiv:http://arxiv.org/abs/2501.11762v1
a0c84fe16982be976b7d08a4,GANDALF,,Gandalf,name_only,model,machine learning / software,paper,arXiv,Effortless Fault Localisation: Conformance Testing of Real-Time Systems in Ecdar,"['Tobias R. Gundersen', 'Florian Lorber', 'Ulrik Nyman', 'Christian Ovesen']",2018,2018-09-10,2018-09-10,http://arxiv.org/abs/1809.03889v1,,,,"Effortless Fault Localisation: Conformance Testing of Real-Time Systems in Ecdar. Model checking of real-time systems has evolved throughout the years. Recently, the model checker Ecdar, using timed I/O automata, was used to perform compositional verification. However, in order to fully integrate mo",0.9025,auto_accepted,2026-06-17,2026-06-18,arxiv:http://arxiv.org/abs/1809.03889v1
3b8ad62562033eff27904743,GANDALF,,Gandalf,name_only,tool,machine learning / software,paper,arXiv,Enabling Fast and Accurate Neutral Atom Readout through Image Denoising,"['Chaithanya Naik Mude', 'Linipun Phuttitarn', 'Satvik Maurya', 'Kunal Sinha', 'Mark Saffman', 'Swamit Tannu']",2025,2025-10-29,2025-12-04,http://arxiv.org/abs/2510.25982v2,,,,"adeoff leaves neutral atom systems stuck between slow but accurate readout and fast but unreliable readout. We show that image denoising can resolve this tension. Our framework, GANDALF, uses explicit denoising using image translation to reconstruct clear signals from short, low-photon measurements, enabling reliable classification at up to 1.6x shorter readout t",0.9025,auto_accepted,2026-06-17,2026-06-18,arxiv:http://arxiv.org/abs/2510.25982v2
2503f801cc370dcdec7d0631,GANDALF,,Gandalf,name_only,model,machine learning / software,paper,arXiv,Foundation Model Self-Play: Open-Ended Strategy Innovation via Foundation Models,"['Aaron Dharna', 'Cong Lu', 'Jeff Clune']",2025,2025-07-09,2025-07-09,http://arxiv.org/abs/2507.06466v1,,,,"diverse set of high-quality policies by combining the diversity of NSSP and refinement of vFMSP. We evaluate FMSPs in Car Tag, a continuous-control pursuer-evader setting, and in Gandalf, a simple AI safety simulation in which an attacker tries to jailbreak an LLM's defenses. In Car Tag, FMSPs explore a wide variety of reinforcement learning, tree search, and heur",0.9025,auto_accepted,2026-06-17,2026-06-18,arxiv:http://arxiv.org/abs/2507.06466v1
baf8c04ac5548212332fc746,GANDALF,,Gandalf,name_only,dataset,machine learning / software,paper,arXiv,Gandalf the Red: Adaptive Security for LLMs,"['Niklas Pfister', 'Václav Volhejn', 'Manuel Knott', 'Santiago Arias', 'Julia Bazińska', 'Mykhailo Bichurin', 'Alan Commike', 'Janet Darling', 'Peter Dienes', 'Matthew Fiedler', 'David Haber', 'Matthias Kraft', 'Marco Lancini', 'Max Mathys', 'Damián Pascual-Ortiz', 'Jakub Podolak', 'Adrià Romero-López', 'Kyriacos Shiarlis', 'Andreas Signer', 'Zsolt Terek', 'Athanasios Theocharis', 'Daniel Timbrell', 'Samuel Trautwein', 'Samuel Watts', 'Yun-Han Wu', 'Mateo Rojas-Carulla']",2025,2025-01-14,2025-08-04,http://arxiv.org/abs/2501.07927v3,,,,Gandalf the Red: Adaptive Security for LLMs. Current evaluations of defenses against prompt attacks in large language model (LLM) applications often overlook two critical factors: the dyn,0.9025,auto_accepted,2026-06-17,2026-06-18,arxiv:http://arxiv.org/abs/2501.07927v3
b57c05a5028a0462b00cbe3d,GANDALF,,Gandalf,name_only,tool,machine learning / software,paper,arXiv,Interface Simulation Distances,"['Pavol Černý', 'Martin Chmelík', 'Thomas A. Henzinger', 'Arjun Radhakrishna']",2012,2012-10-09,2012-10-09,http://arxiv.org/abs/1210.2450v1,,,,"Interface Simulation Distances. The classical (boolean) notion of refinement for behavioral interfaces of system components is the alternating refinement preorder. In this paper, we define a distance for interfaces, called interface simulation distance. It makes the alternating refinement preorder q",0.9025,auto_accepted,2026-06-17,2026-06-18,arxiv:http://arxiv.org/abs/1210.2450v1
20985032b2b76f106dafedfd,GANDALF,,Gandalf,name_only,benchmark,machine learning / software,paper,arXiv,Learning label-label correlations in Extreme Multi-label Classification via Label Features,"['Siddhant Kharbanda', 'Devaansh Gupta', 'Erik Schultheis', 'Atmadeep Banerjee', 'Cho-Jui Hsieh', 'Rohit Babbar']",2024,2024-05-03,2024-05-03,http://arxiv.org/abs/2405.04545v1,,,,"und numerous applications in areas such as query-to-ad-phrase matching in search ads, title-based product recommendation, prediction of related searches. In this paper, we propose Gandalf, a novel approach which makes use of a label co-occurrence graph to leverage label features as additional data points to supplement the training distribution. By exploiting the ch",0.9025,auto_accepted,2026-06-17,2026-06-18,arxiv:http://arxiv.org/abs/2405.04545v1
44bc68c72c990673e3b1839a,GANDALF,,Gandalf,name_only,benchmark,machine learning / software,paper,arXiv,LTL to Deterministic Emerson-Lei Automata,"['David Müller', 'Salomon Sickert']",2017,2017-09-07,2017-09-07,http://arxiv.org/abs/1709.02102v1,,,,"LTL to Deterministic Emerson-Lei Automata. We introduce a new translation from linear temporal logic (LTL) to deterministic Emerson-Lei automata, which are omega-automata with a Muller acceptance condition symbolically expressed as a Boolean formula. The richer acceptance condition structure allows ",0.9025,auto_accepted,2026-06-17,2026-06-18,arxiv:http://arxiv.org/abs/1709.02102v1
6224c3d43649ab712dffd874,GANDALF,,Gandalf,name_only,benchmark,machine learning / software,paper,arXiv,ParaPlan: A Tool for Parallel Reachability Analysis of Planar Polygonal Differential Inclusion Systems,"['Andrei Sandler', 'Olga Tveretina']",2017,2017-09-07,2017-09-07,http://arxiv.org/abs/1709.02108v1,,,,ParaPlan: A Tool for Parallel Reachability Analysis of Planar Polygonal Differential Inclusion Systems. We present the ParaPlan tool which provides the reachability analysis of planar hybrid systems defined by differential inclusions (SPDI). It uses the parallelized and optimized version of the algo,0.9025,auto_accepted,2026-06-17,2026-06-18,arxiv:http://arxiv.org/abs/1709.02108v1
